ids,lat,lon,t1_count,t2_count,theta,dx,dy,zdx,zdy,abs_dist,percentile_cat,lisa_cat
1745,3.58527219534,7.4502291496,37.0,42.0,4.08473527004,-0.523261311107,-0.721215228869,-0.457231587342,-1.46309134613,1.00585975879,0,lL
1746,3.58527219534,7.45034250461,37.0,42.0,3.51894239195,-1.14707560026,-0.454635275151,-1.00232749178,-0.923585545443,0.0787419463365,0,Ll
1747,3.58527219534,7.4504558596,37.0,42.0,3.5084448615,-0.716656915188,-0.275372715401,-0.626222829695,-0.560793109318,0.0654297203764,0,Ll
1748,3.58527219534,7.4505692146,37.0,42.0,4.57813643599,-0.0880416014328,-0.651846254989,-0.0769317362487,-1.32270208102,1.24577034477,1,lL
1749,3.58527219534,7.45068256961,38.0,42.0,0.620249706083,0.316954789552,0.226396383606,0.276958640867,0.454689622021,0.177730981154,0,Hh
1750,3.58527219534,7.4507959246,38.0,42.0,1.43031675373,0.0579868410276,0.410058841115,0.0506695503856,0.826386592527,0.775717042142,0,hH
1751,3.58527219534,7.4509092796,38.0,42.0,0.0158580777948,0.695842092331,0.0110356431247,0.608034604628,0.0188415130003,0.589193091627,0,Hh
1752,3.58527219534,7.4510226346,38.0,43.0,0.314167183612,0.222282890606,0.0722260352083,0.194233276478,0.142678924686,0.0515543517926,0,Hh
1753,3.58527219534,7.4511359896,38.0,43.0,4.41766030067,-0.155287094609,-0.511536582115,-0.135691600458,-1.0387426859,0.903051085444,0,lL
1754,3.58527219534,7.4512493446,38.0,43.0,6.20986331405,0.698882548815,-0.051335489588,0.610691389517,-0.107385487286,0.718076876802,0,Hl
1755,3.58527219534,7.45136269961,38.0,43.0,6.20114396417,0.473559201725,-0.038938835065,0.413801328149,-0.0822970778568,0.496098406006,0,Hl
1756,3.58527219534,7.4514760546,38.0,43.0,0.310298489222,0.622328413303,0.199553746496,0.543797529499,0.400365363107,0.143432166392,0,Hh
1757,3.58527219534,7.4515894096,38.0,43.0,1.30839024673,0.0725584731262,0.270136243276,0.0634024055255,0.543210561739,0.479808156214,0,hH
1758,3.58527219534,7.4517027646,38.0,43.0,1.58314462624,-0.00259092543357,0.209809759978,-0.0022639796284,0.421121532835,0.423385512463,0,lH
1759,3.58527219534,7.4518161196,39.0,43.0,0.73864421481,0.355631398171,0.323840247958,0.310754694152,0.651896986363,0.341142292211,0,Hh
1760,3.58527219534,7.4519294746,39.0,44.0,2.72713070249,-0.395244498092,0.173886386303,-0.345369064012,0.348419635308,0.69378869932,0,Lh
1761,3.58527219534,7.45204282961,39.0,44.0,1.3883242787,0.0308414080234,0.167139828298,0.0269495673521,0.334765918561,0.307816351209,0,hH
1763,3.58527219534,7.45226953961,39.0,45.0,1.31230538095,0.0289934205138,0.109654784393,0.0253347751928,0.218427408457,0.193092633264,0,hH
1770,3.58538555034,7.44660178961,39.0,46.0,1.45708338944,0.0386578940184,0.338493819873,0.0337797002571,0.681552956135,0.647773255878,0,hH
1777,3.58538555034,7.44739527461,39.0,46.0,1.33552614559,0.0869802615414,0.362857129251,0.0760043255785,0.730859539582,0.654855214004,0,hH
1780,3.58538555034,7.44773533961,39.0,46.0,1.62998495793,-0.0194350809983,0.327974810744,-0.0169825911956,0.660264534542,0.677247125738,0,lH
1781,3.58538555034,7.4478486946,39.0,46.0,3.56527397676,-0.79645749467,-0.359198599293,-0.69595346877,-0.730440338889,0.034486870119,0,Ll
1782,3.58538555034,7.4479620496,40.0,46.0,3.19351677001,-1.85039078152,-0.0961663470332,-1.61689216512,-0.198114393583,1.41877777154,1,Ll
1783,3.58538555034,7.44807540461,40.0,47.0,3.04541490655,-1.10091962221,0.10621166266,-0.961995881818,0.211459202027,1.17345508384,1,Lh
1784,3.58538555034,7.4481887596,40.0,47.0,4.57828937473,-0.0422040253542,-0.312832692594,-0.0368783494887,-0.636604792481,0.599726442993,0,lL
1785,3.58538555034,7.44830211461,40.0,47.0,0.765798860458,0.170308257758,0.163759915921,0.148817260858,0.327925635533,0.179108374674,0,Hh
1786,3.58538555034,7.44841546961,40.0,47.0,0.958798246529,0.0237054356575,0.0337733753332,0.020714074869,0.0648582455037,0.0441441706347,0,hH
1787,3.58538555034,7.4485288246,40.0,47.0,1.4264413175,0.145966018166,1.00412662947,0.127546739587,2.02866385812,1.90111711854,1,hH
1788,3.58538555034,7.4486421796,40.0,47.0,0.0078793352903,3.39763059945,0.0267716247171,2.96888762692,0.0506880687156,2.9181995582,2,Hh
1789,3.58538555034,7.44875553461,41.0,47.0,1.42456943034,0.167567488641,1.13776234271,0.146422346143,2.29911646144,2.1526941153,1,hH
1790,3.58538555034,7.4488688896,41.0,48.0,1.52788195065,0.0267208970476,0.622273792045,0.0233490187655,1.25586823743,1.23251921866,1,hH
1791,3.58538555034,7.44898224461,41.0,48.0,1.55905153255,0.00184798750961,0.157338008656,0.00161479215924,0.314928948527,0.313314156367,0,hH
1792,3.58538555034,7.44909559961,41.0,48.0,3.44979913409,-0.20913471006,-0.0665782621556,-0.18274424923,-0.138233884189,0.0445103650405,0,Ll
1793,3.58538555034,7.4492089546,42.0,49.0,3.3183004523,-0.30837037054,-0.0550658011414,-0.269457479501,-0.114934909863,0.154522569637,0,Ll
1794,3.58538555034,7.4493223096,42.0,49.0,2.01164002784,-0.336939255097,0.714139357333,-0.294421290425,1.44178621312,1.73620750355,1,lH
1798,3.58538555034,7.44977572961,42.0,49.0,0.631579760583,0.38409414874,0.280979118085,0.33562576401,0.565154424261,0.229528660252,0,Hh
1799,3.58538555034,7.4498890846,42.0,49.0,0.622601409482,0.747966568863,0.536923001261,0.653581555334,1.08313489391,0.429553338572,0,Hh
1800,3.58538555034,7.4500024396,42.0,49.0,5.24118991271,0.293630180157,-0.502526857944,0.256577336247,-1.02050876251,1.27708609876,1,hL
1801,3.58538555034,7.4501157946,42.0,49.0,3.88590666758,-0.586898248653,-0.540551841616,-0.512838255272,-1.09746390853,0.584625653254,0,Ll
1802,3.58538555034,7.4502291496,42.0,49.0,3.1896669842,-1.907828238,-0.0917882882617,-1.66708165714,-0.189254057049,1.47782760009,1,Ll
1803,3.58538555034,7.45034250461,42.0,49.0,3.11244852693,-1.2262393758,0.0357477974156,-1.07150168445,0.0688540904711,1.14035577492,1,Lh
1804,3.58538555034,7.4504558596,42.0,49.0,4.87456613792,0.130651448143,-0.798534125433,0.114164696978,-1.61956970325,1.73373440023,1,hL
1805,3.58538555034,7.4505692146,42.0,50.0,3.79556952961,-0.941761713807,-0.721859050779,-0.822921920963,-1.46439431603,0.64147239507,0,Ll
