ids,lat,lon,t1_count,t2_count,theta,dx,dy,zdx,zdy,abs_dist,lisa_cat
2377,31.639708,65.729751,155.0,164.0,0.0247218508362,0.212618417101,0.00525739188949,0.185788121614,0.7602638135,0.574475691886,Hh
2378,31.639708,65.730751,155.0,164.0,0.00646197444482,0.512217095744,0.00330997985476,0.447580474796,0.495817243967,0.0482367691711,Hh
2379,31.639708,65.731751,156.0,166.0,0.0170308373986,0.270605258129,0.00460907977932,0.236457609326,0.672227018788,0.435769409462,Hh
2380,31.639708,65.732751,157.0,166.0,0.00374822643304,0.724728616181,0.00271645967733,0.633275189024,0.41522085652,0.218054332504,Hh
2381,31.639708,65.733751,158.0,167.0,0.0295838345443,0.0733003433048,0.00216913807754,0.0640505807629,0.340897951601,0.276847370838,Hh
2382,31.639708,65.734751,159.0,170.0,3.15408038467,-0.0348562426152,-0.00043529801171,-0.0304577370591,-0.0127684410697,0.0176892959894,Ll
2383,31.639708,65.735751,160.0,171.0,3.14247519488,-0.0871940548702,-7.69523733876e-05,-0.0761910463405,0.0358926912799,0.11208373762,Ll
2384,31.639708,65.736751,161.0,173.0,0.00566820920408,0.212618417101,0.0012051785757,0.185788121614,0.209998183661,0.0242100620478,Hh
2385,31.639708,65.737751,161.0,174.0,0.058835873434,0.032795071917,0.00193175624292,0.0286566652725,0.308662959358,0.280006294086,Hh
2386,31.639708,65.738751,161.0,174.0,0.00160967617219,0.666848671817,0.00107341134457,0.582699108697,0.192105004598,0.390594104099,Hh
2387,31.639708,65.739751,161.0,175.0,0.00956831043205,0.144967102569,0.00138713257192,0.126673719282,0.234706416565,0.108032697283,Hh
2406,31.640708,65.701751,161.0,176.0,3.23773637634,-0.0232374950768,-0.00224104867378,-0.0203051580394,-0.257978268008,0.237673109969,Ll
2407,31.640708,65.702751,162.0,176.0,3.15634630106,-0.139424970461,-0.00205717612723,-0.121830948236,-0.233009507777,0.111178559541,Ll
2408,31.640708,65.703751,163.0,177.0,3.1569787449,-0.0929499803072,-0.00143024974833,-0.0812206321576,-0.147876763761,0.066656131603,Ll
2409,31.640708,65.704751,164.0,177.0,3.14652541009,-0.271139741451,-0.00133747716984,-0.236924646255,-0.135278818543,0.101645827712,Ll
2410,31.640708,65.705751,166.0,180.0,3.14607996799,-0.336943678614,-0.00151198236866,-0.294424791571,-0.158975550601,0.13544924097,Ll
2411,31.640708,65.706751,166.0,182.0,3.14595486012,-0.418274911382,-0.00182461312327,-0.365492844709,-0.201428883082,0.164063961627,Ll
2412,31.640708,65.707751,166.0,184.0,3.14746633388,-0.336943678614,-0.00197912220255,-0.294424791571,-0.222410265166,0.0720145264052,Ll
2413,31.640708,65.708751,166.0,184.0,3.14656872498,-0.495804492748,-0.00246717891727,-0.433238976431,-0.288685363421,0.14455361301,Ll
2414,31.640708,65.709751,167.0,184.0,3.13924343829,-0.790074832611,0.00185605930039,-0.690375373339,0.298383780417,0.988759153756,Lh
2415,31.640708,65.710751,168.0,184.0,6.27801171711,0.499482753046,-0.00258414206859,0.436453077452,-0.304568239555,0.741021317007,Hl
2416,31.640708,65.711751,168.0,186.0,3.13950723639,-0.82688534926,0.00172440343343,-0.722540774799,0.280505723922,1.00304649872,Lh
