ID,lat,lon,COUNTt1,COUNTt2
1043,31.616708,65.706751,93,42
1044,31.616708,65.707751,4,4
1045,31.616708,65.708751,16,12
1046,31.616708,65.709751,95,193
1047,31.616708,65.710751,26,79
1048,31.616708,65.711751,253,193
1049,31.616708,65.712751,577,535
1050,31.616708,65.713751,582,729
1051,31.616708,65.714751,478,736
1052,31.616708,65.715751,643,712
1053,31.616708,65.716751,174,713
1054,31.616708,65.717751,0,74
1055,31.616708,65.718751,11,103
1056,31.616708,65.719751,42,54
1057,31.616708,65.720751,144,149
1058,31.616708,65.721751,94,208
1059,31.616708,65.722751,5,84
1060,31.616708,65.723751,19,32
1061,31.616708,65.724751,13,63
1062,31.616708,65.725751,0,32
1063,31.616708,65.726751,0,68
1064,31.616708,65.727751,3,26
1065,31.616708,65.728751,16,65
1066,31.616708,65.729751,9,4
1067,31.616708,65.730751,12,1
1068,31.616708,65.731751,83,88
1069,31.616708,65.732751,0,22
1070,31.616708,65.733751,3,3
1071,31.616708,65.734751,29,51
1072,31.616708,65.735751,0,15
1073,31.616708,65.736751,7,12
1074,31.616708,65.737751,152,47
1075,31.616708,65.738751,516,127
1076,31.616708,65.739751,327,101
1077,31.616708,65.740751,344,118
1078,31.616708,65.741751,584,97
1079,31.616708,65.742751,531,73
1080,31.616708,65.743751,288,28
1081,31.616708,65.744751,104,14
1082,31.616708,65.745751,26,0
1083,31.616708,65.746751,5,0
1090,31.617708,65.696751,0,11
1091,31.617708,65.697751,4,3
1092,31.617708,65.698751,4,6
1093,31.617708,65.699751,18,0
1094,31.617708,65.700751,7,0
1095,31.617708,65.701751,271,252
1096,31.617708,65.702751,1072,755
1097,31.617708,65.703751,116,46
1098,31.617708,65.704751,28,27
1099,31.617708,65.705751,103,50
1100,31.617708,65.706751,54,55
1101,31.617708,65.707751,29,12
1102,31.617708,65.708751,117,177
1103,31.617708,65.709751,112,239
1104,31.617708,65.710751,8,6
1105,31.617708,65.711751,20,5
1106,31.617708,65.712751,160,306
1107,31.617708,65.713751,108,170
1108,31.617708,65.714751,2,142
1109,31.617708,65.715751,483,1264
1110,31.617708,65.716751,82,421
1111,31.617708,65.717751,226,475
1112,31.617708,65.718751,426,540
1113,31.617708,65.719751,465,702
1114,31.617708,65.720751,808,860
1115,31.617708,65.721751,566,871
1116,31.617708,65.722751,300,365
1117,31.617708,65.723751,1,51
1118,31.617708,65.724751,16,44
1119,31.617708,65.725751,0,13
1120,31.617708,65.726751,0,56
1121,31.617708,65.727751,0,40
1122,31.617708,65.728751,35,130
1123,31.617708,65.729751,0,24
1124,31.617708,65.730751,0,36
1125,31.617708,65.731751,107,148
1126,31.617708,65.732751,0,10
1127,31.617708,65.733751,0,3
1128,31.617708,65.734751,37,26
1129,31.617708,65.735751,257,250
1130,31.617708,65.736751,356,215
1131,31.617708,65.737751,441,262
1132,31.617708,65.738751,474,149
1133,31.617708,65.739751,104,48
1134,31.617708,65.740751,1,10
1135,31.617708,65.741751,0,4
1136,31.617708,65.742751,6,7
1137,31.617708,65.743751,13,7
1138,31.617708,65.744751,2,0
1150,31.618708,65.699751,13,3
1151,31.618708,65.700751,24,0
1152,31.618708,65.701751,164,352
1153,31.618708,65.702751,545,590
1154,31.618708,65.703751,137,96
1155,31.618708,65.704751,0,3
1156,31.618708,65.705751,0,4
1157,31.618708,65.706751,8,13
1158,31.618708,65.707751,22,19
1159,31.618708,65.708751,10,22
1160,31.618708,65.709751,76,264
1161,31.618708,65.710751,66,0
1162,31.618708,65.711751,62,0
1163,31.618708,65.712751,80,27
1164,31.618708,65.713751,112,0
1165,31.618708,65.714751,109,6
1166,31.618708,65.715751,497,1373
1167,31.618708,65.716751,133,459
1168,31.618708,65.717751,85,152
1169,31.618708,65.718751,122,400
1170,31.618708,65.719751,56,518
1171,31.618708,65.720751,21,63
1172,31.618708,65.721751,6,100
1173,31.618708,65.722751,330,885
1174,31.618708,65.723751,443,790
1175,31.618708,65.724751,346,780
1176,31.618708,65.725751,94,236
1177,31.618708,65.726751,0,94
1178,31.618708,65.727751,3,42
1179,31.618708,65.728751,54,103
1180,31.618708,65.729751,71,159
1181,31.618708,65.730751,312,567
1182,31.618708,65.731751,355,778
1183,31.618708,65.732751,244,548
1184,31.618708,65.733751,219,469
1185,31.618708,65.734751,322,421
1186,31.618708,65.735751,111,120
1187,31.618708,65.736751,0,1
1188,31.618708,65.737751,6,3
1189,31.618708,65.738751,46,0
1190,31.618708,65.739751,1,0
1191,31.618708,65.740751,1,0
1193,31.618708,65.742751,9,10
1195,31.618708,65.744751,45,0
1196,31.618708,65.745751,2,0
1202,31.619708,65.694751,0,5
1203,31.619708,65.695751,7,0
1205,31.619708,65.697751,3,8
1207,31.619708,65.699751,3,0
1208,31.619708,65.700751,19,0
1209,31.619708,65.701751,100,145
1210,31.619708,65.702751,113,145
1211,31.619708,65.703751,763,907
1212,31.619708,65.704751,0,20
1213,31.619708,65.705751,0,28
1214,31.619708,65.706751,0,38
1215,31.619708,65.707751,32,0
1216,31.619708,65.708751,55,10
1217,31.619708,65.709751,150,33
1218,31.619708,65.710751,88,0
1219,31.619708,65.711751,78,1
1220,31.619708,65.712751,89,162
1221,31.619708,65.713751,97,4
1222,31.619708,65.714751,90,0
1223,31.619708,65.715751,505,969
1224,31.619708,65.716751,168,72
1225,31.619708,65.717751,28,1
1226,31.619708,65.718751,44,113
1227,31.619708,65.719751,81,194
1228,31.619708,65.720751,297,139
1229,31.619708,65.721751,540,610
1230,31.619708,65.722751,646,1104
1231,31.619708,65.723751,865,1484
1232,31.619708,65.724751,660,1103
1233,31.619708,65.725751,741,1441
1234,31.619708,65.726751,522,1385
1235,31.619708,65.727751,434,1115
1236,31.619708,65.728751,412,1047
1237,31.619708,65.729751,436,1102
1238,31.619708,65.730751,425,951
1239,31.619708,65.731751,31,70
1240,31.619708,65.732751,0,36
1241,31.619708,65.733751,0,62
1242,31.619708,65.734751,58,100
1243,31.619708,65.735751,31,0
1244,31.619708,65.736751,52,3
1245,31.619708,65.737751,39,11
1246,31.619708,65.738751,161,38
1247,31.619708,65.739751,60,64
1248,31.619708,65.740751,24,18
1249,31.619708,65.741751,8,21
1250,31.619708,65.742751,0,16
1251,31.619708,65.743751,5,0
1252,31.619708,65.744751,38,8
1253,31.619708,65.745751,18,0
1256,31.620708,65.691751,0,1
1257,31.620708,65.692751,0,20
1258,31.620708,65.693751,0,3
1263,31.620708,65.698751,10,0
1265,31.620708,65.700751,1,11
1266,31.620708,65.701751,25,24
1267,31.620708,65.702751,87,75
1268,31.620708,65.703751,1072,938
1269,31.620708,65.704751,0,8
1270,31.620708,65.705751,0,3
1271,31.620708,65.706751,6,16
1272,31.620708,65.707751,65,5
1273,31.620708,65.708751,199,39
1274,31.620708,65.709751,979,643
1275,31.620708,65.710751,603,1060
1276,31.620708,65.711751,370,834
1277,31.620708,65.712751,643,1064
1278,31.620708,65.713751,745,1375
1279,31.620708,65.714751,917,1638
1280,31.620708,65.715751,1427,2984
1281,31.620708,65.716751,1232,1893
1282,31.620708,65.717751,1164,1479
1283,31.620708,65.718751,773,960
1284,31.620708,65.719751,650,930
1285,31.620708,65.720751,647,849
1286,31.620708,65.721751,204,332
1287,31.620708,65.722751,85,121
1288,31.620708,65.723751,33,113
1289,31.620708,65.724751,104,364
1290,31.620708,65.725751,448,700
1291,31.620708,65.726751,368,465
1292,31.620708,65.727751,272,365
1293,31.620708,65.728751,210,515
1294,31.620708,65.729751,398,575
1295,31.620708,65.730751,384,406
1296,31.620708,65.731751,153,198
1297,31.620708,65.732751,147,250
1298,31.620708,65.733751,115,177
1299,31.620708,65.734751,42,208
1300,31.620708,65.735751,7,9
1301,31.620708,65.736751,0,5
1302,31.620708,65.737751,0,36
1303,31.620708,65.738751,310,62
1304,31.620708,65.739751,14,0
1305,31.620708,65.740751,3,0
1306,31.620708,65.741751,11,7
1309,31.620708,65.744751,25,0
1315,31.621708,65.693751,0,4
1316,31.621708,65.694751,0,2
1320,31.621708,65.698751,1,2
1322,31.621708,65.700751,3,13
1323,31.621708,65.701751,9,38
1324,31.621708,65.702751,195,86
1325,31.621708,65.703751,1912,1688
1326,31.621708,65.704751,513,514
1327,31.621708,65.705751,552,495
1328,31.621708,65.706751,611,645
1329,31.621708,65.707751,917,946
1330,31.621708,65.708751,796,1232
1331,31.621708,65.709751,1066,2286
1332,31.621708,65.710751,384,606
1333,31.621708,65.711751,257,367
1334,31.621708,65.712751,152,327
1335,31.621708,65.713751,100,42
1336,31.621708,65.714751,8,2
1337,31.621708,65.715751,68,87
1338,31.621708,65.716751,1,0
1339,31.621708,65.717751,82,174
1340,31.621708,65.718751,68,77
1341,31.621708,65.719751,15,34
1342,31.621708,65.720751,34,37
1343,31.621708,65.721751,22,3
1344,31.621708,65.722751,63,41
1345,31.621708,65.723751,0,54
1346,31.621708,65.724751,0,20
1347,31.621708,65.725751,5,61
1348,31.621708,65.726751,0,77
1349,31.621708,65.727751,0,84
1350,31.621708,65.728751,1,36
1351,31.621708,65.729751,96,261
1352,31.621708,65.730751,3,26
1353,31.621708,65.731751,0,42
1354,31.621708,65.732751,0,69
1355,31.621708,65.733751,59,98
1356,31.621708,65.734751,168,196
1357,31.621708,65.735751,229,137
1358,31.621708,65.736751,214,131
1359,31.621708,65.737751,245,162
1360,31.621708,65.738751,387,101
1361,31.621708,65.739751,17,0
1362,31.621708,65.740751,49,0
1363,31.621708,65.741751,11,13
1374,31.622708,65.695751,0,64
1375,31.622708,65.696751,37,69
1376,31.622708,65.697751,73,36
1377,31.622708,65.698751,34,85
1378,31.622708,65.699751,55,162
1379,31.622708,65.700751,129,166
1380,31.622708,65.701751,185,283
1381,31.622708,65.702751,259,378
1382,31.622708,65.703751,381,604
1383,31.622708,65.704751,38,30
1384,31.622708,65.705751,42,21
1385,31.622708,65.706751,62,51
1386,31.622708,65.707751,74,26
1387,31.622708,65.708751,80,32
1388,31.622708,65.709751,356,937
1389,31.622708,65.710751,34,2
1390,31.622708,65.711751,29,2
1391,31.622708,65.712751,26,3
1392,31.622708,65.713751,0,3
1394,31.622708,65.715751,19,58
1396,31.622708,65.717751,0,62
1398,31.622708,65.719751,13,0
1400,31.622708,65.721751,1,4
1401,31.622708,65.722751,2,2
1403,31.622708,65.724751,0,87
1404,31.622708,65.725751,0,6
1405,31.622708,65.726751,0,16
1406,31.622708,65.727751,4,29
1407,31.622708,65.728751,69,59
1408,31.622708,65.729751,125,336
1409,31.622708,65.730751,0,79
1410,31.622708,65.731751,1,38
1411,31.622708,65.732751,0,19
1412,31.622708,65.733751,0,6
1413,31.622708,65.734751,0,23
1414,31.622708,65.735751,47,49
1415,31.622708,65.736751,0,3
1416,31.622708,65.737751,320,151
1417,31.622708,65.738751,7,39
1418,31.622708,65.739751,6,23
1419,31.622708,65.740751,0,5
1420,31.622708,65.741751,40,1
1421,31.622708,65.742751,14,13
1423,31.622708,65.744751,0,6
1431,31.623708,65.695751,8,34
1432,31.623708,65.696751,10,84
1436,31.623708,65.700751,0,21
1437,31.623708,65.701751,1,26
1438,31.623708,65.702751,2,15
1439,31.623708,65.703751,120,295
1440,31.623708,65.704751,3,10
1441,31.623708,65.705751,35,7
1442,31.623708,65.706751,35,29
1443,31.623708,65.707751,72,13
1444,31.623708,65.708751,88,66
1445,31.623708,65.709751,321,1014
1446,31.623708,65.710751,7,85
1447,31.623708,65.711751,1,62
1448,31.623708,65.712751,0,9
1449,31.623708,65.713751,0,1
1451,31.623708,65.715751,0,128
1453,31.623708,65.717751,0,32
1455,31.623708,65.719751,0,5
1456,31.623708,65.720751,0,6
1457,31.623708,65.721751,0,11
1458,31.623708,65.722751,0,9
1459,31.623708,65.723751,1,4
1460,31.623708,65.724751,4,130
1461,31.623708,65.725751,0,7
1462,31.623708,65.726751,16,23
1463,31.623708,65.727751,1,19
1464,31.623708,65.728751,114,348
1465,31.623708,65.729751,3,75
1466,31.623708,65.730751,4,38
1467,31.623708,65.731751,1,3
1468,31.623708,65.732751,0,32
1469,31.623708,65.733751,0,23
1470,31.623708,65.734751,0,22
1471,31.623708,65.735751,0,95
1472,31.623708,65.736751,279,391
1473,31.623708,65.737751,112,301
1474,31.623708,65.738751,20,95
1475,31.623708,65.739751,9,25
1476,31.623708,65.740751,7,1
